timestamp,price
2024-06-09 14:51:19.482,69484.15422480708
2024-06-09 14:55:54.599,69474.16823875299
2024-06-09 15:00:20.672,69489.02263323929
2024-06-09 15:05:19.976,69486.44347859407
2024-06-09 15:10:27.072,69505.8337869729
2024-06-09 15:16:23.475,69561.87738543509
2024-06-09 15:21:14.405,69594.16719118608
2024-06-09 15:25:12.727,69521.36727432146
2024-06-09 15:30:26.646,69441.87480546693
2024-06-09 15:35:23.633,69559.17477094827
2024-06-09 15:40:24.943,69522.39417403238
2024-06-09 15:46:35.900,69514.24590109262
2024-06-09 15:50:22.991,69533.10698502336
2024-06-09 15:56:27.004,69533.12095769338
2024-06-09 16:01:23.348,69539.46281158386
2024-06-09 16:05:50.885,69512.58598901884
2024-06-09 16:11:32.950,69551.75988704847
2024-06-09 16:16:23.640,69570.81445166124
2024-06-09 16:20:47.433,69559.10587463519
2024-06-09 16:26:18.049,69597.4347302437
2024-06-09 16:31:40.013,69570.51379653491
2024-06-09 16:35:24.658,69650.54015574223
2024-06-09 16:41:22.603,69564.56130217109
2024-06-09 16:45:23.681,69589.89256934884
2024-06-09 16:51:05.753,69570.06513586371
2024-06-09 16:54:55.790,69572.3293237878
2024-06-09 17:01:33.631,69636.44792486633
2024-06-09 17:05:17.971,69623.60736750127
2024-06-09 17:11:20.110,69648.31945358287
2024-06-09 17:15:22.139,69674.35556563342
2024-06-09 17:20:07.782,69629.63158008302
2024-06-09 17:26:47.990,69628.12763474778
2024-06-09 17:30:33.246,69589.89544117419
2024-06-09 17:36:07.853,69568.68084406076
2024-06-09 17:40:53.524,69589.48711996262
2024-06-09 17:46:50.914,69628.10783594735
2024-06-09 17:51:12.612,69643.24441164713
2024-06-09 17:55:47.141,69652.76014177741
2024-06-09 18:00:37.189,69658.46681164297
2024-06-09 18:05:55.722,69653.14860555569
2024-06-09 18:11:23.472,69697.73493074598
2024-06-09 18:16:11.534,69787.6192112506
2024-06-09 18:21:24.948,69740.81985534726
2024-06-09 18:25:00.249,69758.59224591502
2024-06-09 18:31:54.713,69808.1017491983
2024-06-09 18:35:42.493,69775.00756324056
2024-06-09 18:41:06.276,69693.87345558462
2024-06-09 18:46:41.698,69700.06807835081
2024-06-09 18:50:52.339,69678.93995365979
2024-06-09 18:55:53.686,69721.34992314132
2024-06-09 19:01:50.090,69737.12919334027
2024-06-09 19:05:41.092,69724.03283946052
2024-06-09 19:11:46.617,69802.05787614005
2024-06-09 19:15:27.122,69803.1421799777
2024-06-09 19:20:41.333,69802.02856383403
2024-06-09 19:26:05.318,69806.46447480156
2024-06-09 19:30:23.803,69828.80602102951
2024-06-09 19:36:25.414,69765.24954390133
2024-06-09 19:41:14.298,69758.89053904856
2024-06-09 19:46:07.470,69667.88534918708
2024-06-09 19:51:16.189,69666.20964270348
2024-06-09 19:56:06.112,69714.67603075085
2024-06-09 20:01:25.054,69714.04613542218
2024-06-09 20:05:19.361,69649.06870027601
2024-06-09 20:10:27.481,69693.82223947094
2024-06-09 20:16:15.748,69677.60367182647
2024-06-09 20:21:22.989,69679.42602349838
2024-06-09 20:25:42.072,69657.25286946526
2024-06-09 20:30:19.680,69639.4239904303
2024-06-09 20:36:13.205,69622.32354272985
2024-06-09 20:40:25.215,69615.16670556857
2024-06-09 20:45:57.061,69617.11155435117
2024-06-09 20:52:24.342,69660.54005198664
2024-06-09 20:55:51.234,69709.1880396963
2024-06-09 21:00:25.985,69681.23501022052
2024-06-09 21:06:47.545,69739.11984987468
2024-06-09 21:10:16.395,69700.97442948265
2024-06-09 21:16:45.502,69703.9340066852
2024-06-09 21:21:17.046,69699.28596268132
2024-06-09 21:25:46.355,69699.87793839586
2024-06-09 21:30:08.614,69710.07750677156
2024-06-09 21:36:52.769,69722.74745741568
2024-06-09 21:40:25.624,69560.58942659831
2024-06-09 21:46:11.474,69685.45220762913
2024-06-09 21:51:34.582,69794.61447360202
2024-06-09 21:56:12.869,69729.96605800962
2024-06-09 22:02:15.690,69740.19024224757
2024-06-09 22:06:07.013,69705.3147840307
2024-06-09 22:11:10.863,69699.5113937522
2024-06-09 22:15:14.715,69722.54188948897
2024-06-09 22:20:45.834,69710.62748834609
2024-06-09 22:26:01.399,69663.69107681501
2024-06-09 22:32:54.148,69647.99209792046
2024-06-09 22:36:04.143,69643.18149996431
2024-06-09 22:41:21.965,69632.21762423089
2024-06-09 22:46:34.328,69650.70564846313
2024-06-09 22:51:25.902,69640.26132809618
2024-06-09 22:55:52.902,69613.8180832983
2024-06-09 23:00:23.843,69616.31203554032
2024-06-09 23:06:25.698,69598.27313348836
2024-06-09 23:11:33.202,69631.76490520519
2024-06-09 23:14:57.749,69600.13420996773
2024-06-09 23:20:21.498,69591.22918307767
2024-06-09 23:26:38.638,69643.82263571888
2024-06-09 23:30:14.000,69650.14099812796
